ctg_id	start	stop	strand	reported_bnumbers	valid_bnumbers	type
CCTG1472	1580842	1582524	-	b1498	b1498	CTG
CCTG1473	1582926	1583687	-	b1499	b1499	CTG
CCTG1474	1582926	1584028	-	b1500,b1499	b1499,b1500	CTG
CCTG1475	1584207	1586664	-	b1501	b1501	CTG
CCTG1476	1586820	1587734	-	b1502	b1502	CTG
CCTG1477	1587793	1590001	-	b1505,b1504,b1503	b1503,b1504,b1505	CTG
CCTG1478	1590242	1592480	-	b1508,b1507,b1506	b1506,b1507,b1508	CTG
CCTG1479	1590334	1590536	-	b1506	b1506	CTG
CCTG1480	1590854	1592482	-	b1508,b1507	b1507,b1508	CTG
CCTG1481	1592665	1598086	-	b4696	b4696	CTG
CCTG1482	1598617	1600209	-	b1511	b1511	CTG
CCTG1483	1598617	1601257	-	b1512,b1511	b1511,b1512	CTG
CCTG1484	1599213	1601359	-	b1512,b1511	b1512	CTG
CCTG1485	1601460	1608104	+	b1513,b1514,b1515,b1516,b1517,b1518,b1519	b1513,b1514,b1515,b1516,b1517,b1518,b1519	CTG
CCTG1486	1607221	1608104	+	b1519	b1519	CTG
CCTG1487	1607886	1609046	-	b1520	b1520	CTG
CCTG1488	1609036	1610724	-	b1521	b1521	CTG
CCTG1489	1610907	1611854	-	b1522	b1522	CTG
CCTG1490	1610968	1613280	-	b1524,b1523,b1522,b1524,b1523	b1523,b1524	CTG
CCTG1491	1611503	1614727	-	b1525,b1524,b1523,b1522	b1523,b1524,b1525	CTG
CCTG1492	1612776	1614845	-	b1525,b1524,b1525	b1525	CTG
CCTG1493	1614779	1615986	+	b1526,b1527,b1526	b1526	CTG
CCTG1494	1615763	1616878	+	b1527	b1527	CTG
CCTG1495	1616955	1619130	+	b1528,b1528,b1530	b1528	CTG
CCTG1496	1618020	1618941	-	b1529	b1529	CTG
CCTG1497	1618947	1621167	-	b1533	b1533	CTG
CCTG1498	1619092	1620433	+	b1530,b1531,b1532	b1530,b1531,b1532	CTG
CCTG1499	1621332	1622519	+	b1534	b1534	CTG
CCTG1500	1622586	1623228	+	b4599	b4599	CTG
CCTG1501	1622741	1622845	+	b4775	b4775	CTG
CCTG1502	1622817	1622914	-	b4698	b4698	CTG
CCTG1503	1622847	1623879	-	b1535,b4698,b1535	b1535	CTG
CCTG1504	1624105	1624559	-	b1536	b1536	CTG
CCTG1505	1624688	1625291	+	b1537	b1537	CTG
CCTG1506	1624826	1627404	-	b1538	b1538	CTG
CCTG1507	1627490	1628294	+	b1539	b1539	CTG
CCTG1508	1627490	1629153	+	b1539,b1540	b1539,b1540	CTG
CCTG1509	1628325	1629220	+	b1540,b1541,b1540	b1540	CTG
CCTG1510	1629215	1629418	+	b1541	b1541	CTG
CCTG1511	1629453	1630913	-	b1542	b1542	CTG
CCTG1512	1631002	1632285	-	b1543	b1543	CTG
CCTG1513	1632723	1633305	+	b4748,b1544	b4748,b1544	CTG
CCTG1514	1633622	1634212	+	b1545	b1545	CTG
CCTG1515	1634310	1636603	-	b1548,b1547,b1546	b1546,b1547,b1548	CTG
CCTG1516	1636756	1637457	+	b4533,b1549	b4533,b1549	CTG
CCTG1517	1637609	1637846	-	b1550	b1550	CTG
CCTG1518	1637954	1638109	-	b1551	b1551	CTG
CCTG1519	1638188	1638253	-	b4749	b4749	CTG
CCTG1520	1638256	1638444	-	b4724	b4724	CTG
CCTG1521	1638455	1638812	-	b1552	b1552	CTG
CCTG1522	1639030	1640585	-	b1556,b1555,b1554,b1553	b1553,b1554,b1555,b1556	CTG
CCTG1523	1639080	1639334	-	b4689	b4689	CTG
CCTG1524	1640805	1640975	+	b4776	b4776	CTG
CCTG1525	1641339	1641554	-	b1557	b1557	CTG
CCTG1526	1641855	1642067	+	b1558	b1558	CTG
CCTG1527	1642122	1642211	+	b4750	b4750	CTG
CCTG1528	1642489	1644304	-	b1560,b1559	b1559,b1560	CTG
CCTG1529	1644511	1645901	-	b1564,b1563,b1562,b1561	b1561,b1562,b1563,b1564	CTG
CCTG1530	1644651	1644902	-	b1561	b1561	CTG
CCTG1531	1645026	1645903	-	b1564,b1563,b1562	b1562,b1563,b1564	CTG
CCTG1532	1645119	1645274	-	b1562	b1562	CTG
CCTG1533	1645346	1645872	-	b1564,b1563	b1563,b1564	CTG
CCTG1534	1645897	1646202	+	b1565	b1565	CTG
CCTG1535	1646388	1646737	+	b1566	b1566	CTG
CCTG1536	1647174	1647876	-	b1569,b1568,b1567	b1567,b1568,b1569	CTG
CCTG1537	1647930	1648368	+	b1570	b1570	CTG
CCTG1538	1648438	1649041	+	b1571,b1572,b1573	b1571,b1572,b1573	CTG
CCTG1539	1649382	1649434	+	b1574	b1574	CTG
CCTG1540	1649597	1652708	+	b1575,b1576,b1577,b1578,b1579	b1575,b1576,b1577,b1578,b1579	CTG
CCTG1541	1652728	1652838	-	b4534	b4534	CTG
CCTG1542	1652896	1655141	-	b1581,b1580	b1580,b1581	CTG
CCTG1543	1655347	1655673	-	b1582	b1582	CTG
CCTG1544	1655708	1657081	+	b1583,b1584	b1583,b1584	CTG
CCTG1545	1656409	1657483	-	b1585	b1585	CTG
CCTG1546	1657565	1657870	+	b1586	b1586	CTG
CCTG1547	1658003	1665120	+	b1587,b1588,b1589,b1590,b1591	b1587,b1588,b1589,b1590,b1591	CTG
CCTG1548	1664306	1665254	+	b1590,b1591	b1591	CTG
CCTG1549	1665315	1666571	+	b1592	b1592	CTG
CCTG1550	1666280	1667270	-	b1593	b1593	CTG
CCTG1551	1666524	1668591	-	b1594,b1593	b1593,b1594	CTG
CCTG1552	1666582	1668603	-	b1594,b1593,b1594	b1594	CTG
CCTG1553	1668699	1669592	-	b1595	b1595	CTG
CCTG1554	1669661	1671147	+	b1596	b1596	CTG
CCTG1555	1671327	1671720	+	b1597	b1597	CTG
CCTG1556	1671777	1671860	+	b4601	b4601	CTG
CCTG1557	1671915	1672846	+	b1598	b1598	CTG
CCTG1558	1672589	1673779	-	b1600,b1599	b1599,b1600	CTG
CCTG1559	1673608	1673709	-	b4777	b4777	CTG
CCTG1560	1673890	1674947	+	b1601	b1601	CTG
CCTG1561	1674379	1678079	-	b1603,b1602	b1602,b1603	CTG
CCTG1562	1678307	1680663	+	b1604,b1604,b1605	b1604	CTG
CCTG1563	1678369	1681784	+	b1604,b1605,b1606	b1604,b1605,b1606	CTG
CCTG1564	1679479	1680949	+	b1605	b1605	CTG
CCTG1565	1679479	1681907	+	b1605,b1606	b1605,b1606	CTG
CCTG1566	1681091	1682060	-	b1607	b1607	CTG
CCTG1567	1682135	1684223	+	b1608,b1609	b1608,b1609	CTG
CCTG1568	1682135	1685334	+	b1608,b1609,b1610	b1608,b1609,b1610	CTG
CCTG1569	1684232	1685428	+	b1610	b1610	CTG
CCTG1570	1684893	1688447	-	b1612,b1611	b1611,b1612	CTG
CCTG1571	1685185	1686709	-	b1611	b1611	CTG
CCTG1572	1685244	1688447	-	b1612,b1611,b1612	b1612	CTG
CCTG1573	1688544	1689833	+	b1613	b1613	CTG
CCTG1574	1688544	1691584	+	b1613,b1614	b1613,b1614	CTG
CCTG1575	1689793	1691587	+	b1614	b1614	CTG
CCTG1576	1691586	1696152	-	b1617,b1616,b1615	b1615,b1616,b1617	CTG
CCTG1577	1696225	1697075	-	b1618	b1618	CTG
CCTG1578	1696408	1698087	-	b1619,b1618	b1618,b1619	CTG
CCTG1579	1697226	1698122	-	b1619	b1619	CTG
CCTG1580	1698136	1699228	-	b1620	b1620	CTG
CCTG1581	1699313	1702337	+	b1621,b1622,b1621,b1622,b1623	b1621,b1622	CTG
CCTG1582	1700839	1702238	+	b1621,b1622,b1621,b1622,b1623,b1622	b1622	CTG
CCTG1583	1702000	1704331	-	b1624	b1624	CTG
CCTG1584	1702202	1703483	+	b1623	b1623	CTG
CCTG1585	1704512	1704676	+	b4409	b4409	CTG
CCTG1586	1704512	1706635	+	b4409,b1625,b1626,b1627,b1628	b4409,b1625,b1626,b1627	CTG
CCTG1587	1704949	1705164	+	b1625	b1625	CTG
CCTG1588	1705206	1708837	+	b1626,b1627,b1628,b1629	b1626,b1627,b1628	CTG
CCTG1589	1705207	1712158	+	b1626,b1627,b1628,b1629,b1630,b1631,b1632,b1633	b1626,b1627,b1628,b1629,b1630,b1631,b1632,b1633	CTG
CCTG1590	1705743	1707115	+	b1627,b1628,b1629	b1627,b1628	CTG
CCTG1591	1705755	1712158	+	b1627,b1628,b1629,b1630,b1631,b1632,b1633	b1627,b1628,b1629,b1630,b1631,b1632,b1633	CTG
CCTG1592	1712671	1714325	+	b1634	b1634	CTG
CCTG1593	1714327	1715493	+	b1635	b1635	CTG
CCTG1594	1714526	1718034	-	b1638,b1637,b1636	b1636,b1637,b1638	CTG
CCTG1595	1714743	1717331	-	b1637,b1636	b1636,b1637	CTG
CCTG1596	1715026	1715889	-	b1636	b1636	CTG
CCTG1597	1715903	1717286	-	b1637	b1637	CTG
CCTG1598	1715903	1718034	-	b1638,b1637	b1637,b1638	CTG
CCTG1599	1716189	1719693	-	b1640,b1639,b1638,b1637,b1640,b1639,b1638	b1638,b1639,b1640	CTG
CCTG1600	1717463	1719693	-	b1640,b1639,b1638	b1639,b1640	CTG
CCTG1601	1718066	1718395	-	b1639	b1639	CTG
CCTG1602	1718493	1719602	-	b1640	b1640	CTG
CCTG1603	1719748	1720853	+	b1641	b1641	CTG
CCTG1604	1720054	1720869	-	b1642	b1642	CTG
CCTG1605	1720881	1723926	+	b1643,b1644,b1645	b1643,b1644	CTG
CCTG1606	1720998	1724133	+	b1643,b1644,b1645	b1643,b1644,b1645	CTG
CCTG1607	1723949	1725655	-	b1647,b1646	b1646,b1647	CTG
CCTG1608	1724134	1724679	-	b1646	b1646	CTG
CCTG1609	1724736	1725632	-	b1647	b1647	CTG
CCTG1610	1725681	1725920	-	b1648	b1648	CTG
CCTG1611	1726021	1728048	+	b1649,b1650,b1649,b1650,b1651	b1649,b1650	CTG
CCTG1612	1726021	1728244	+	b1649,b1650,b1651	b1649,b1650,b1651	CTG
CCTG1613	1726022	1729161	+	b1649,b1650,b1651,b1652,b1653	b1649,b1650,b1651,b1652	CTG
CCTG1614	1726023	1726622	+	b1649	b1649	CTG
CCTG1615	1726659	1727756	+	b1650	b1650	CTG
CCTG1616	1727799	1731270	+	b1651,b1652,b1653	b1651,b1652	CTG
CCTG1617	1727801	1728244	+	b1651	b1651	CTG
CCTG1618	1728318	1730758	+	b1652,b1653	b1652	CTG
CCTG1619	1728347	1733740	+	b1652,b1653	b1652,b1653	CTG
CCTG1620	1728353	1733740	+	b1653	b1653	CTG
CCTG1621	1733571	1734189	-	b1654	b1654	CTG
CCTG1622	1734357	1735342	+	b1655	b1655	CTG
CCTG1623	1735256	1737336	-	b1657	b1657	CTG
CCTG1624	1735323	1736225	+	b1656	b1656	CTG
CCTG1625	1737456	1737545	-	b4602	b4602	CTG
CCTG1626	1737687	1739208	+	b1658	b1658	CTG
CCTG1627	1738328	1739827	-	b1659	b1659	CTG
CCTG1628	1739911	1741122	+	b1660	b1660	CTG
CCTG1629	1741200	1742736	+	b1661	b1661	CTG
CCTG1630	1742247	1743456	-	b1662	b1662	CTG
CCTG1631	1743375	1744899	+	b1663	b1663	CTG
CCTG1632	1744418	1746202	-	b1664	b1664	CTG
CCTG1633	1746415	1746592	+	b1665,b1666	b1665,b1666	CTG
CCTG1634	1746672	1747039	+	b1667	b1667	CTG
CCTG1635	1747131	1748735	+	b1668	b1668	CTG
CCTG1636	1748747	1751013	-	b1671,b1670,b1669	b1669,b1670,b1671	CTG
CCTG1637	1748747	1754642	-	b1674,b1673,b1672,b1671,b1670,b1669	b1669,b1670,b1671,b1672,b1673,b1674	CTG
CCTG1638	1751077	1754477	-	b1674,b1673,b1672	b1672,b1673,b1674	CTG
CCTG1639	1754932	1755141	-	b1675	b1675	CTG
CCTG1640	1755467	1757169	+	b1676	b1676	CTG
CCTG1641	1757296	1757705	+	b1677	b1677	CTG
CCTG1642	1757672	1758864	-	b1678	b1678	CTG
CCTG1643	1758874	1764418	-	b1684,b1683,b1682,b1681,b1680,b1679	b1679,b1680,b1681,b1682,b1683,b1684	CTG
CCTG1644	1760066	1764418	-	b1684,b1683,b1682,b1681,b1680	b1681,b1682,b1683,b1684	CTG
CCTG1645	1764713	1764780	-	b4430	b4430	CTG
CCTG1646	1764882	1768915	-	b1687,b1686,b1685	b1685,b1686,b1687	CTG
CCTG1647	1765140	1768914	-	b1687,b1686	b1686,b1687	CTG
CCTG1648	1768976	1770315	+	b1688	b1688	CTG
CCTG1649	1770372	1770476	+	b4431	b4431	CTG
CCTG1650	1770615	1770971	+	b1689	b1689	CTG
CCTG1651	1771071	1772285	+	b1690	b1690	CTG
CCTG1652	1772512	1775444	+	b1691,b1692,b1693	b1691,b1692,b1693	CTG
CCTG1653	1774571	1775444	+	b1693	b1693	CTG
CCTG1654	1774572	1777565	+	b1692,b1693,b1694,b1695	b1693,b1694	CTG
CCTG1655	1775587	1778347	+	b1694,b1695	b1694,b1695	CTG
CCTG1656	1778348	1779341	-	b1696	b1696	CTG
CCTG1657	1779617	1784677	+	b1697,b1698,b1699,b1700,b1701	b1697,b1698,b1699,b1700,b1701	CTG
CCTG1658	1784524	1787161	-	b1702	b1702	CTG
CCTG1659	1787414	1789707	+	b1703,b1704,b1703,b1704,b1705	b1703,b1704	CTG
CCTG1660	1787445	1788278	+	b1703	b1703	CTG
CCTG1661	1788318	1789572	+	b1704	b1704	CTG
CCTG1662	1789358	1791254	-	b1706	b1706	CTG
CCTG1663	1789613	1789804	+	b1705	b1705	CTG
CCTG1664	1791119	1792156	-	b1707,b1706,b1707	b1707	CTG
CCTG1665	1791204	1792760	-	b1708,b1707,b1706	b1707,b1708	CTG
CCTG1666	1791498	1792760	-	b1708,b1707,b1708	b1708	CTG
CCTG1667	1792083	1794141	-	b1710,b1709,b1708	b1708,b1709,b1710	CTG
CCTG1668	1792683	1795177	-	b1711,b1710,b1709,b1708,b1711,b1710,b1709	b1709,b1710,b1711	CTG
CCTG1669	1792809	1793583	-	b1709	b1709	CTG
CCTG1670	1792924	1795177	-	b1711,b1710,b1709	b1710,b1711	CTG
CCTG1671	1793558	1794129	-	b1710	b1710	CTG
CCTG1672	1793606	1795720	-	b1713,b1712,b1711,b1710	b1711,b1712	CTG
CCTG1673	1795216	1795721	-	b1712	b1712	CTG
CCTG1674	1795216	1799301	-	b1715,b1714,b1713,b1712	b1712,b1713,b1714,b1715	CTG
CCTG1675	1795253	1802733	-	b1719,b1718,b1717,b1716,b1715,b1714,b1713,b1712	b1712,b1713,b1714,b1715,b1716,b1717,b1718,b1719	CTG
CCTG1676	1798446	1801346	-	b1719,b1718,b1717,b1716,b1715,b1714,b1719,b1718,b1717,b1716,b1715	b1715,b1716,b1717,b1718	CTG
CCTG1677	1798880	1802805	-	b1719,b1718,b1717,b1716,b1715,b1714,b1719,b1718,b1717,b1716,b1715	b1715,b1716,b1717,b1718,b1719	CTG
CCTG1678	1799161	1799301	-	b1715	b1715	CTG
CCTG1679	1799161	1799763	-	b1716,b1715	b1715,b1716	CTG
CCTG1680	1799282	1800428	-	b1718,b1717,b1716,b1717,b1716	b1716,b1717	CTG
CCTG1681	1799287	1801346	-	b1719,b1718,b1717,b1716,b1718,b1717,b1716	b1716,b1717,b1718	CTG
CCTG1682	1799355	1802732	-	b1719,b1718,b1717,b1716	b1716,b1717,b1718,b1719	CTG
CCTG1683	1799363	1799763	-	b1716	b1716	CTG
CCTG1684	1799839	1801768	-	b1719,b1718,b1717,b1718	b1718	CTG
CCTG1685	1800035	1802733	-	b1719,b1718	b1718,b1719	CTG
CCTG1686	1800362	1802805	-	b1719,b1718	b1719	CTG
CCTG1687	1803094	1804993	+	b4494	b4494	CTG
CCTG1688	1805093	1806170	-	b1722	b1722	CTG
CCTG1689	1805165	1805272	+	b4535	b4535	CTG
CCTG1690	1806323	1807299	+	b1723	b1723	CTG
CCTG1691	1806351	1808761	+	b1723,b1724,b1725	b1723,b1724,b1725	CTG
CCTG1692	1807400	1807690	+	b1724	b1724	CTG
CCTG1693	1807796	1808656	+	b1725	b1725	CTG
CCTG1694	1808197	1809350	-	b1726	b1726	CTG
CCTG1695	1809323	1810355	+	b1727,b1728,b1727	b1727	CTG
CCTG1696	1810170	1810801	+	b1728	b1728	CTG
CCTG1697	1810881	1813136	+	b1729	b1729	CTG
CCTG1698	1812329	1813132	-	b1730	b1730	CTG
CCTG1699	1813421	1813742	-	b1731	b1731	CTG
CCTG1700	1813814	1816282	+	b1732	b1732	CTG
CCTG1701	1816386	1821726	-	b1738,b1737,b1736,b1735,b1734,b1733	b1733,b1734,b1735,b1736,b1737,b1738	CTG
CCTG1702	1818533	1819557	-	b1736,b1735	b1735	CTG
CCTG1703	1819609	1821726	-	b1738,b1737,b1736	b1737,b1738	CTG
CCTG1704	1821865	1822283	-	b1739	b1739	CTG
CCTG1705	1822302	1823351	+	b1740	b1740	CTG
CCTG1706	1822427	1824520	+	b1740,b1741	b1740,b1741	CTG
CCTG1707	1823084	1823131	-	ECK125121999	ECK125121999	CTG
CCTG1708	1823491	1824591	+	b1741	b1741	CTG
CCTG1709	1824362	1824984	-	b1742	b1742	CTG
CCTG1710	1825057	1825688	-	b1743	b1743	CTG
CCTG1711	1825955	1832044	-	b1748,b1747,b1746,b1745,b1744	b1744,b1745,b1746,b1747,b1748	CTG
CCTG1712	1832398	1833538	+	b1749,b1749,b1750	b1749	CTG
CCTG1713	1833344	1837113	+	b1750,b1751,b1752,b1753,b1754	b1750,b1751,b1752,b1753	CTG
CCTG1714	1833401	1839400	+	b1750,b1751,b1752,b1753,b1754,b1755,b1756	b1750,b1751,b1752,b1753,b1754,b1755,b1756	CTG
CCTG1715	1835310	1836619	+	b1752,b1753,b1754	b1753	CTG
CCTG1716	1839440	1841032	+	b1757	b1757	CTG
CCTG1717	1840426	1841445	-	b1758	b1758	CTG
CCTG1718	1841460	1842535	+	b1759,b1761,b1759	b1759	CTG
CCTG1719	1841460	1843996	+	b1759,b1761	b1759,b1761	CTG
CCTG1720	1841863	1842188	-	b1760	b1760	CTG
CCTG1721	1842306	1844553	+	b1761	b1761	CTG
CCTG1722	1843831	1844900	-	b1762	b1762	CTG
CCTG1723	1844318	1848030	-	b1764,b1763,b1762,b1764,b1763	b1763,b1764	CTG
CCTG1724	1844414	1848772	-	b1765,b1764,b1763,b1762,b1765,b1764,b1763	b1763,b1764,b1765	CTG
CCTG1725	1848791	1850916	+	b1766,b1766,b1767	b1766	CTG
CCTG1726	1848791	1852029	+	b1766,b1767,b1768	b1766,b1767	CTG
CCTG1727	1850834	1853115	+	b1767,b1768	b1767,b1768	CTG
CCTG1728	1851663	1852722	+	b1767,b1768	b1768	CTG
CCTG1729	1852621	1853979	-	b1769	b1769	CTG
CCTG1730	1852783	1854886	-	b1770,b1769,b1770	b1770	CTG
CCTG1731	1854991	1861332	-	b1776,b1775,b1774,b1773,b1772,b1771	b1771,b1772,b1773,b1774,b1775,b1776	CTG
CCTG1732	1861422	1862476	-	b1778,b1777	b1777,b1778	CTG
CCTG1733	1861702	1861974	-	b1777	b1777	CTG
CCTG1734	1862016	1862464	-	b1778	b1778	CTG
CCTG1735	1862240	1863818	+	b1779	b1779	CTG
CCTG1736	1862616	1866039	+	b1779,b1780	b1779,b1780	CTG
CCTG1737	1863850	1864734	+	b1780	b1780	CTG
CCTG1738	1864446	1865724	-	b1781	b1781	CTG
CCTG1739	1865667	1866506	-	b1782	b1782	CTG
CCTG1740	1866765	1870238	+	b1783,b1784	b1783,b1784	CTG
CCTG1741	1870385	1871860	+	b1785	b1785	CTG
CCTG1742	1872041	1873531	+	b1786	b1786	CTG
CCTG1743	1873543	1874850	+	b1787,b1789	b1787,b1789	CTG
CCTG1744	1873574	1874077	+	b1787	b1787	CTG
CCTG1745	1874078	1874182	-	b1788	b1788	CTG
CCTG1746	1874323	1874798	+	b1789	b1789	CTG
CCTG1747	1874755	1875600	-	b1790	b1790	CTG
CCTG1748	1875657	1876854	+	b1791	b1791	CTG
CCTG1749	1876909	1877256	+	b1792	b1792	CTG
CCTG1750	1877278	1877532	-	b1793	b1793	CTG
CCTG1751	1877657	1878740	+	b1794	b1794	CTG
CCTG1752	1877667	1879113	+	b1794,b4676,b4675	b1794,b4676,b4675	CTG
CCTG1753	1879007	1879255	-	b1795	b1795	CTG
CCTG1754	1879403	1879994	-	b1797,b1796	b1796,b1797	CTG
CCTG1755	1880089	1880800	-	b1798	b1798	CTG
CCTG1756	1880667	1881849	-	b1799,b1798,b1799	b1799	CTG
CCTG1757	1881912	1882997	+	b1800	b1800	CTG
CCTG1758	1883188	1885789	+	b1801,b1802	b1801,b1802	CTG
CCTG1759	1885845	1886810	+	b1803	b1803	CTG
CCTG1760	1886660	1888063	-	b1805,b1804,b1804	b1804	CTG
CCTG1761	1887286	1891294	-	b1807,b1806,b1805,b1804	b1805,b1806,b1807	CTG
CCTG1762	1887549	1889807	-	b1805,b1804,b1805,ECK120002644	b1805	CTG
CCTG1763	1888459	1890561	-	b1806,b1805,b1806	b1806	CTG
CCTG1764	1889682	1893255	-	b1808,b1807,b1806,b1805,b1808,b1807,b1806	b1806,b1807,b1808	CTG
CCTG1765	1889901	1891294	-	b1807,b1806	b1806,b1807	CTG
CCTG1766	1891325	1893235	-	b1808	b1808	CTG
CCTG1767	1893335	1893785	+	b1809	b1809	CTG
CCTG1768	1893335	1894549	+	b1809,b1810	b1809,b1810	CTG
CCTG1769	1893966	1894432	+	b1810	b1810	CTG
CCTG1770	1894552	1894731	-	b1811	b1811	CTG
CCTG1771	1894805	1896748	+	b1812,b1813	b1812,b1813	CTG
CCTG1772	1896142	1898411	+	b1812,b1813,b1814	b1813,b1814	CTG
CCTG1773	1896761	1898335	+	b1814	b1814	CTG
CCTG1774	1896881	1900127	+	b1814,b1815	b1814,b1815	CTG
CCTG1775	1898427	1900025	+	b1815	b1815	CTG
CCTG1776	1899762	1901772	-	b1816	b1816	CTG
CCTG1777	1901573	1901731	-	b4751	b4751	CTG
CCTG1778	1901762	1905905	+	b1817,b1818,b1819,b1820,b1817,b1818,b1819,b1820,b1821	b1817,b1818,b1819,b1820	CTG
CCTG1779	1901856	1904786	+	b1817,b1818,b1819	b1817,b1818,b1819	CTG
CCTG1780	1904801	1905259	+	b1820	b1820	CTG
CCTG1781	1905459	1906254	+	b1821	b1821	CTG
CCTG1782	1906107	1907083	-	b1822	b1822	CTG
CCTG1783	1906594	1907793	-	b1824,b1823,b1822,b1824,b1823	b1823,b1824	CTG
CCTG1784	1906659	1908567	-	b1825,b1824,b1823,b1822	b1823,b1824,b1825	CTG
CCTG1785	1908083	1908792	-	b1826,b1825	b1825,b1826	CTG
CCTG1786	1908127	1908567	-	b1825	b1825	CTG
CCTG1787	1908623	1908792	-	b1826	b1826	CTG
CCTG1788	1908925	1909164	+	b4536	b4536	CTG
CCTG1789	1908948	1910138	-	b1827	b1827	CTG
CCTG1790	1910276	1911649	+	b1828	b1828	CTG
CCTG1791	1911411	1912618	-	b1829	b1829	CTG
CCTG1792	1911965	1916166	-	b1832,b1831,b1830,b1829,b1832,b1831,b1830	b1830,b1831,b1832	CTG
CCTG1793	1912190	1915605	-	b1831,b1830,b1829,b1831,b1830	b1830,b1831	CTG
CCTG1794	1915631	1916128	-	b1832	b1832	CTG
CCTG1795	1916258	1920143	+	b1833,b1834	b1833,b1834	CTG
CCTG1796	1920196	1921934	+	b1835,b1836,b1835	b1835	CTG
CCTG1797	1920196	1922058	+	b1835,b1836	b1835,b1836	CTG
CCTG1798	1921780	1922016	+	b1836	b1836	CTG
CCTG1799	1922121	1922312	+	b1837	b1837	CTG
CCTG1800	1922313	1923385	-	b4433,b1838	b1838,b4433	CTG
CCTG1801	1923064	1923659	+	b4432	b4432	CTG
CCTG1802	1923104	1923207	-	b4433	b4433	CTG
CCTG1803	1923109	1925000	-	b1841,b1840,b1839,b4433,b1841,b1840,b1839	b1839,b1840,b1841	CTG
CCTG1804	1925087	1927027	+	b1842,b1843,b1844	b1842,b1843,b1844	CTG
CCTG1805	1925108	1925338	+	b1842	b1842	CTG
CCTG1806	1925440	1926782	+	b1843,b1844	b1843,b1844	CTG
CCTG1807	1926098	1927354	+	b1844	b1844	CTG
CCTG1808	1926389	1928865	-	b1845	b1845	CTG
CCTG1809	1929048	1929732	-	b1846	b1846	CTG
CCTG1810	1929735	1930776	-	b1848,b1847	b1847,b1848	CTG
CCTG1811	1930034	1930390	-	b1847	b1847	CTG
CCTG1812	1930457	1930765	-	b1848	b1848	CTG
CCTG1813	1930856	1932269	+	b1849	b1849	CTG
CCTG1814	1932020	1933109	-	b1851,b1850,b1850	b1850	CTG
CCTG1815	1932078	1934713	-	b1851,b1850	b1850,b1851	CTG
CCTG1816	1934724	1936376	-	b1852	b1852	CTG
CCTG1817	1936367	1938933	+	b1853,b1854,b1853	b1853	CTG
CCTG1818	1936589	1939230	+	b1853,b1854	b1853,b1854	CTG
CCTG1819	1937403	1939686	+	b1853,b1854,b1854	b1854	CTG
CCTG1820	1938953	1940228	-	b1855	b1855	CTG
CCTG1821	1939035	1942081	-	b1857,b1856,b1855	b1855,b1856	CTG
CCTG1822	1939532	1942614	-	b1857,b1856,b1855	b1856,b1857	CTG
CCTG1823	1939941	1942026	-	b1857,b1856,b1855,b1856	b1856	CTG
CCTG1824	1941517	1942661	-	b1857,b1856,b1857	b1857	CTG
CCTG1825	1942557	1943945	+	b1858,b1859	b1858	CTG
CCTG1826	1942557	1944547	+	b1858,b1859	b1858,b1859	CTG
CCTG1827	1943776	1946024	-	b1861,b1860	b1860,b1861	CTG
CCTG1828	1943998	1945451	-	b1861,b1860	b1860	CTG
CCTG1829	1946110	1946853	+	b1862	b1862	CTG
CCTG1830	1946115	1946180	-	b4677	b4677	CTG
CCTG1831	1946619	1950821	-	b1866,b1865,b1864,b1863	b1863,b1864,b1865,b1866	CTG
CCTG1832	1946815	1947439	-	b1863	b1863	CTG
CCTG1833	1946815	1948185	-	b1864,b1863	b1863,b1864	CTG
CCTG1834	1946815	1950503	-	b1865,b1864,b1863,b1866,b1865,b1864,b1863	b1863,b1864,b1865	CTG
CCTG1835	1947283	1950616	-	b1866,b1865,b1864,b1863	b1864,b1865,b1866	CTG
CCTG1836	1948662	1950701	-	b1866	b1866	CTG
CCTG1837	1950805	1954716	+	b1867,b1868,b1869,b1870,b1871	b1867,b1868,b1869,b1870,b1871	CTG
CCTG1838	1950832	1952213	+	b1867,b1868	b1867,b1868	CTG
CCTG1839	1952235	1954633	+	b1869,b1870,b1871	b1869,b1870,b1871	CTG
CCTG1840	1952676	1955139	+	b1870,b1871	b1870,b1871	CTG
CCTG1841	1954578	1958132	-	b1873,b1872	b1872,b1873	CTG
CCTG1842	1958441	1959596	-	b1875,b1874	b1874	CTG
CCTG1843	1958441	1959871	-	b1875,b1874	b1874,b1875	CTG
CCTG1844	1958441	1958986	-	b4717	b4717	CTG
CCTG1845	1960001	1962380	+	b1876,b1876,b1877	b1876	CTG
CCTG1846	1960003	1962625	+	b1876,b1877	b1876,b1877	CTG
CCTG1847	1961837	1961881	-	b4778	b4778	CTG
CCTG1848	1961935	1962460	+	b1877	b1877	CTG
CCTG1849	1962580	1966216	-	b1880,b1879,b1878	b1878,b1879,b1880	CTG
CCTG1850	1966393	1972716	-	b1886,b1885,b1884,b1883,b1882,b1881	b1881,b1882,b1883,b1884,b1885,b1886	CTG
CCTG1851	1972771	1977302	-	b1890,b1889,b1888,b1887	b1887,b1888,b1889,b1890	CTG
CCTG1852	1976264	1978577	-	b1892,b1891,b1890,b1892,b1891	b1891,b1892	CTG
CCTG1853	1978518	1979226	-	b1894,ECK120023915,b1893	ECK120023915,b1893,b1894	CTG
