"Consensus_bnumber"	"Consensus_symbol"	"Consensus_start"	"Consensus_stop"	"Consensus_strand"	"Consensus_TF"	"gene_synonyms"	"product_synonyms"	"RegulonDB_gene_id"	"RegulonDB_symbol"	"RegulonDB_bnumber"	"RegulonDB_strand"	"RegulonDB_type"	"RegulonDB_product_id"	"RegulonDB_product_name"	"RegulonDB_product_type"	"Zika_bnumber"	"Zika_symbol"	"Zika_essentiality"	"Zika_product"	"Zika_strand"	"Zika_type"	"Zika_gene_id"	"RegulonDB_start"	"RegulonDB_stop"	"RegulonDB_TF"	"Zika_start"	"Zika_stop"	"Zika_TF"
"b0528"	"ybcJ"	556661	556873	"-"	0	"b0528,ECK0521,ECK120002418,EG12879,ybcJ"	"ECK120006893,NP_415061.2,YbcJ"	"ECK120002418"	"ybcJ"	"b0528"	"-"	NA	"ECK120006893"	"putative RNA-binding protein YbcJ"	NA	"b0528"	"ybcJ"	NA	"putative RNA-binding protein YbcJ"	"-"	"CDS"	"749"	556661	556873	0	556661	556873	NA
"b0529"	"folD"	556875	557741	"-"	0	"ads,b0529,ECK0522,ECK120000322,EG10328,folD"	"Ads,ECK120004798,FolD,NP_415062.1"	"ECK120000322"	"folD"	"b0529"	"-"	NA	"ECK120004798"	"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase"	NA	"b0529"	"folD"	NA	"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase"	"-"	"CDS"	"750"	556875	557741	0	556875	557741	NA
"b0530"	"sfmA"	558212	558754	"+"	0	"b0530,ECK0523,ECK120002898,G6290,sfmA"	"ECK120007368,NP_415063.4,SfmA"	"ECK120002898"	"sfmA"	"b0530"	"+"	NA	"ECK120007368"	"putative fimbrial protein SfmA"	NA	"b0530"	"sfmA"	NA	"putative fimbrial protein SfmA"	"+"	"CDS"	"751"	558212	558754	0	558212	558754	NA
"b0531"	"sfmC"	558974	559666	"+"	0	"b0531,ECK0524,ECK120002899,G6291,sfmC"	"ECK120007369,NP_415064.1,SfmC"	"ECK120002899"	"sfmC"	"b0531"	"+"	NA	"ECK120007369"	"putative fimbrial chaperone SfmC"	NA	"b0531"	"sfmC"	NA	"putative fimbrial chaperone SfmC"	"+"	"CDS"	"752"	558974	559666	0	558974	559666	NA
"b0532"	"sfmD"	559697	562300	"+"	0	"b0532,ECK0525,ECK120002900,G6292,sfmD"	"ECK120007370,NP_415065.1,SfmD"	"ECK120002900"	"sfmD"	"b0532"	"+"	NA	"ECK120007370"	"putative fimbrial usher protein SfmD"	NA	"b0532"	"sfmD"	NA	"putative fimbrial usher protein SfmD"	"+"	"CDS"	"753"	559697	562300	0	559697	562300	NA
"b0533"	"sfmH"	562336	563319	"+"	0	"b0533,ECK0526,ECK120002901,G6293,sfmH"	"ECK120007371,NP_415066.2,SfmH"	"ECK120002901"	"sfmH"	"b0533"	"+"	NA	"ECK120007371"	"putative fimbrial adhesin protein SfmH"	NA	"b0533"	"sfmH"	NA	"putative fimbrial adhesin protein SfmH"	"+"	"CDS"	"754"	562336	563319	0	562336	563319	NA
"b0534"	"sfmF"	563330	563845	"+"	0	"b0534,ECK0527,ECK120002253,EG12388,sfmF,ybcG"	"ECK120006728,NP_415067.1,SfmF,YbcG"	"ECK120002253"	"sfmF"	"b0534"	"+"	NA	"ECK120006728"	"putative fimbrial protein SfmF"	NA	"b0534"	"sfmF"	NA	"putative fimbrial protein SfmF"	"+"	"CDS"	"755"	563330	563845	0	563330	563845	NA
"b0535"	"fimZ"	563848	564480	"-"	1	"b0535,ECK0528,ECK120001091,EG11103,fimZ,ybcA"	"ECK120005567,FimZ,NP_415068.1,YbcA"	"ECK120001091"	"fimZ"	"b0535"	"-"	NA	"ECK120005567"	"putative LuxR family transcriptional regulator FimZ"	NA	"b0535"	"fimZ"	"non-essential"	"putative LuxR family transcriptional regulator FimZ"	"-"	"CDS"	"75"	563848	564480	0	563848	564480	1
"b0536"	"argU"	564723	564799	"+"	0	"argU,b0536,b0536_tRNA_564722_564799,dnaY,ECK0529,ECK120002457,EG30014,pin"	"ECK120006932,tRNA<sup>argU</sup>"	"ECK120002457"	"argU"	"b0536"	"+"	NA	"ECK120006932"	"tRNA-Arg(UCU)"	"tRNAs"	"b0536_tRNA_564722_564799"	"argU"	NA	"tRNA-Arg"	"+"	"tRNA"	"8820"	564723	564799	0	564723	564799	NA
"b0537"	"intD"	564815	565978	"-"	0	"b0537,ECK0530,ECK120000500,EG10507,int,intD"	"ECK120004976,Int,IntD,NP_415069.1"	"ECK120000500"	"intD"	"b0537"	"-"	NA	"ECK120004976"	"DLP12 prophage; putative integrase"	NA	"b0537"	"intD"	NA	"DLP12 prophage; putative integrase"	"-"	"CDS"	"756"	564815	565978	0	564815	565978	NA
"b4633"	"xisD"	565858	566079	"-"	0	"b4633,ECK125276496,ECK4435,G0-16717,xisD,ybcB"	"ECK125276540"	"ECK125276496"	"xisD"	"b4633"	"-"	"Pseudo Gene"	"ECK125276540"	"excisionase"	NA	"b4633"	"xisD"	NA	"excisionase"	"-"	"CDS"	"4128"	565858	566079	0	565858	566079	NA
"b0538"	"b0538"	565972	566532	"+"	0	"b0538,ECK120002902,G6294"	""	"ECK120002902"	NA	"b0538"	"+"	"Phantom Gene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	565972	566532	0	NA	NA	NA
"b0539"	"exoD"	566098	566361	"-"	0	"b0539,ECK0531,ECK120002903,exoD,G6295,ybcC"	"ECK120007373"	"ECK120002903"	"exoD"	"b0539"	"-"	"Pseudo Gene"	"ECK120007373"	"DLP12 prophage; putative exonuclease ExoD"	NA	"b0539"	"exoD"	NA	"DLP12 prophage; putative exonuclease ExoD"	"-"	"CDS"	"4129"	566098	566361	0	566098	566361	NA
"b4508"	"peaD"	566376	566687	"+"	0	"b4508,ECK0532,ECK120026446,G0-10555,peaD,ybcD"	""	"ECK120026446"	"peaD"	"b4508"	"+"	"Pseudo Gene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	566376	566687	0	NA	NA	NA
"b0542"	"renD"	566684	568247	"+"	0	"b0542,ECK0533,ECK120002906,G6298,renD,ybcE"	"ECK120007374"	"ECK120002906"	"renD"	"b0542"	NA	"Pseudo Gene"	"ECK120007374"	"DLP12 prophage; protein RenD"	NA	"b0542"	"renD"	NA	"DLP12 prophage; protein RenD"	"+"	"CDS"	"4131"	NA	NA	0	566684	568247	NA
"b0540"	"insE3"	566842	567141	"+"	0	"b0540,ECK0298,ECK120002904,G6296,insE-3,insE3"	"ECK125141531,InsE3,NP_415072.2"	"ECK120002904"	"insE3"	"b0540"	"+"	NA	"ECK125141531"	"DLP12 prophage; IS3 element protein InsE"	NA	"b0540"	"insE-3"	NA	"DLP12 prophage; IS3 element protein InsE"	"+"	"CDS"	"4267"	566842	567141	0	566842	567141	0
"ECK120023909"	"insEF3"	566842	568004	"+"	0	"ECK120023909,G0-10530,insEF3,U00096_CDS_566841_568004"	"ECK125141519"	"ECK120023909"	"insEF3"	NA	"+"	NA	"ECK125141519"	"IS3 element transposase"	NA	"U00096_CDS_566841_568004"	"insEF3"	NA	"insEF3"	"+"	"CDS"	"8821"	566842	568004	NA	NA	NA	NA
"b0541"	"insF3"	567138	568004	"+"	0	"b0541,ECK0299,ECK120002905,G6297,insF-3,insF3,tra5-2"	"ECK125276558,InsF3,NP_415073.1"	"ECK120002905"	"insF3"	"b0541"	"+"	NA	"ECK125276558"	"DLP12 prophage; IS3 element protein InsF"	NA	"b0541"	"insF-3"	NA	"DLP12 prophage; IS3 element protein InsF"	"+"	"CDS"	"4268"	567138	568004	0	567138	568004	0
"b0543"	"emrE"	568315	568647	"+"	0	"b0543,eb,ECK0534,ECK120000622,EG10629,emrE,mvrC"	"EB<sup>R</sup>,ECK120005098,EmrE,MvrC,NP_415075.1"	"ECK120000622"	"emrE"	"b0543"	"+"	NA	"ECK120005098"	"DLP12 prophage; multidrug/betaine/choline efflux transporter EmrE"	NA	"b0543"	"emrE"	NA	"multidrug/betaine/choline efflux transporter EmrE"	"+"	"CDS"	"757"	568315	568647	0	568315	568647	NA
"b4733"	"ylcJ"	568695	568844	"+"	0	"b4733,ECK125276534,ECK4590,G0-16728,ylcJ"	"ECK125276577,YlcJ"	"ECK125276534"	"ylcJ"	"b4733"	"+"	NA	"ECK125276577"	"DLP12 prophage; protein YlcJ"	NA	"b4733"	"ylcJ"	NA	"protein YlcJ"	"+"	"CDS"	"8244"	568695	568844	0	568695	568844	NA
"b0544"	"ybcK"	568902	570428	"+"	0	"b0544,ECK0535,ECK120002908,G6300,ybcK"	"ECK120007376,NP_415076.1,YbcK"	"ECK120002908"	"ybcK"	"b0544"	"+"	NA	"ECK120007376"	"DLP12 prophage; putative recombinase YbcK"	NA	"b0544"	"ybcK"	NA	"DLP12 prophage; putative recombinase"	"+"	"CDS"	"758"	568902	570428	0	568902	570428	NA
"b0545"	"ybcL"	570893	571444	"+"	0	"b0545,ECK0536,ECK120002909,G6301,ybcL"	"ECK120007377,NP_415077.1,YbcL"	"ECK120002909"	"ybcL"	"b0545"	"+"	NA	"ECK120007377"	"DLP12 prophage; periplasmic protein YbcL"	NA	"b0545"	"ybcL"	NA	"DLP12 prophage; periplasmic protein YbcL"	"+"	"CDS"	"759"	570893	571444	0	570893	571444	NA
"b0546"	"ybcM"	571454	572251	"+"	1	"b0546,ECK0537,ECK120002910,G6302,ybcM"	"ECK120007378,NP_415078.1,YbcM"	"ECK120002910"	"ybcM"	"b0546"	"+"	NA	"ECK120007378"	"DLP12 prophage; putative DNA-binding transcriptional regulator"	NA	"b0546"	"ybcM"	"non-essential"	"DLP12 prophage; putative DNA-binding transcriptional regulator"	"+"	"CDS"	"224"	571454	572251	0	571454	572251	1
"b4588"	"ylcH"	572368	572469	"+"	0	"b4588,ECK120030068,ECK4398,G0-10584,ylcH"	"ECK120030095,YlcH,YP_001165308.1"	"ECK120030068"	"ylcH"	"b4588"	"+"	NA	"ECK120030095"	"DLP12 prophage; uncharacterized protein YlcH"	NA	"b4588"	"ylcH"	NA	"DLP12 prophage; uncharacterized protein YlcH"	"+"	"CDS"	"760"	572368	572469	0	572368	572469	NA
"b0547"	"ybcN"	572466	572921	"+"	0	"b0547,ECK0538,ECK120002911,G6303,ybcN"	"ECK120007379,NP_415079.1,YbcN"	"ECK120002911"	"ybcN"	"b0547"	"+"	NA	"ECK120007379"	"DLP12 prophage; DNA base-flipping protein"	NA	"b0547"	"ybcN"	NA	"DLP12 prophage; DNA base-flipping protein"	"+"	"CDS"	"761"	572466	572921	0	572466	572921	NA
"b0548"	"ninE"	572921	573091	"+"	0	"b0548,ECK0539,ECK120002912,G6304,ninE"	"DLP12 prophage; conserved protein similar to phage 82 and lambda proteins,ECK120007380,NinE,NP_415080.1"	"ECK120002912"	"ninE"	"b0548"	"+"	NA	"ECK120007380"	"DLP12 prophage; NinE family prophage protein"	NA	"b0548"	"ninE"	NA	"DLP12 prophage; NinE family prophage protein"	"+"	"CDS"	"762"	572921	573091	0	572921	573091	NA
"b0549"	"ybcO"	573084	573374	"+"	0	"b0549,ECK0540,ECK120002913,G6305,ybcO"	"DLP12 prophage; DUF1364 domain-containing protein YbcO,ECK120007381,NP_415081.1,YbcO"	"ECK120002913"	"ybcO"	"b0549"	"+"	NA	"ECK120007381"	"DLP12 prophage; putative nuclease YbcO"	NA	"b0549"	"ybcO"	NA	"DLP12 prophage; putative nuclease YbcO"	"+"	"CDS"	"763"	573084	573374	0	573084	573374	NA
"b0550"	"rusA"	573371	573733	"+"	0	"b0550,ECK0541,ECK120002914,G6306,rus,rusA,ybcP"	"DLP12 prophage; endodeoxyribonuclease RUS (Holliday junction resolvase),ECK120007382,NP_415082.1,Rus,RusA,YbcP"	"ECK120002914"	"rusA"	"b0550"	"+"	NA	"ECK120007382"	"DLP12 prophage; crossover junction endodeoxyribonuclease RusA"	NA	"b0550"	"rusA"	NA	"DLP12 prophage; crossover junction endodeoxyribonuclease RusA"	"+"	"CDS"	"764"	573371	573733	0	573371	573733	NA
"ECK125122009"	"ipeX"	573588	573754	"-"	0	"ECK125122009,ipeX,U00096_ncRNA_573587_573754"	"ECK125122025"	"ECK125122009"	"ipeX"	NA	"-"	NA	"ECK125122025"	"IpeX"	"small RNA"	"U00096_ncRNA_573587_573754"	"ipeX"	NA	"ipeX"	"-"	"ncRNA"	"8822"	573588	573754	NA	NA	NA	NA
"b4509"	"ylcG"	573730	573870	"+"	0	"b4509,ECK0542,ECK120016287,G0-10435,ylcG"	"ECK120016360,YlcG,YP_588439.1"	"ECK120016287"	"ylcG"	"b4509"	"+"	NA	"ECK120016360"	"DLP12 prophage; uncharacterized protein YlcG"	NA	"b4509"	"ylcG"	NA	"DLP12 prophage; uncharacterized protein YlcG"	"+"	"CDS"	"765"	573730	573870	0	573730	573870	NA
"b0551"	"ybcQ"	573956	574339	"+"	0	"b0551,ECK0543,ECK120002915,G6307,quuD,ybcQ"	"ECK120007383,NP_415083.1,Q<sup>DLP12</sup>,QuuD,YbcQ"	"ECK120002915"	"ybcQ"	"b0551"	"+"	NA	"ECK120007383"	"DLP12 prophage; putative antitermination protein"	NA	"b0551"	"quuD"	NA	"DLP12 prophage; putative antitermination protein"	"+"	"CDS"	"766"	573956	574339	0	573956	574339	NA
"b0553"	"nmpC"	574529	576825	"-"	0	"b0553,ECK0544,ECK120000652,EG10659,nmpC,phmA"	"ECK120005128"	"ECK120000652"	"nmpC"	"b0553"	NA	"Pseudo Gene"	"ECK120005128"	"DLP12 prophage; putative outer membrane porin NmpC"	NA	"b0553"	"nmpC"	NA	"DLP12 prophage; putative outer membrane porin NmpC"	"-"	"CDS"	"4132"	NA	NA	0	574529	576825	NA
"b0552"	"insH2"	574737	575717	"-"	0	"b0552,ECK0261,ECK120002916,G6308,insH-2,insH2,trs5-2,yi52_2"	"ECK125141532,InsH2,NP_415084.1"	"ECK120002916"	"insH2"	"b0552"	"-"	NA	"ECK125141532"	"DLP12 prophage; IS<i>5</i> transposase and trans-activator"	NA	"b0552"	"insH-2"	NA	"DLP12 prophage; IS5 transposase and trans-activator"	"-"	"CDS"	"4269"	574737	575717	0	574737	575717	0
"b0554"	"essD"	577398	577613	"+"	0	"b0554,ECK0545,ECK120002917,essD,G6309,vlyS,ybcR"	"ECK120007384,EssD,NP_415086.1,VlyS,YbcR"	"ECK120002917"	"essD"	"b0554"	"+"	NA	"ECK120007384"	"DLP12 prophage; putative phage lysis protein"	NA	"b0554"	"essD"	NA	"DLP12 prophage; putative phage lysis protein"	"+"	"CDS"	"767"	577398	577613	0	577398	577613	NA
"b0555"	"rrrD"	577613	578110	"+"	0	"b0555,ECK0546,ECK120002918,G6310,lycV,rrrD,ybcS"	"ECK120007385,LycV,NP_415087.1,RrrD,YbcS"	"ECK120002918"	"rrrD"	"b0555"	"+"	NA	"ECK120007385"	"DLP12 prophage; lysozyme"	NA	"b0555"	"rrrD"	NA	"DLP12 prophage; lysozyme"	"+"	"CDS"	"768"	577613	578110	0	577613	578110	NA
"b0556"	"rzpD"	578107	578568	"+"	0	"b0556,ECK0547,ECK120002919,G6311,rzpD,ybcT"	"ECK120007386,NP_415088.1,RzpD,YbcT"	"ECK120002919"	"rzpD"	"b0556"	"+"	NA	"ECK120007386"	"DLP12 prophage; putative prophage endopeptidase RzpD"	NA	"b0556"	"rzpD"	NA	"DLP12 prophage; putative prophage endopeptidase RzpD"	"+"	"CDS"	"769"	578107	578568	0	578107	578568	NA
"b4510"	"rzoD"	578327	578509	"+"	0	"b4510,ECK0548,ECK120016288,G0-10436,rzoD"	"ECK120016361,RzoD,YP_588440.1"	"ECK120016288"	"rzoD"	"b4510"	"+"	NA	"ECK120016361"	"DLP12 prophage; putative prophage lysis lipoprotein RzoD"	NA	"b4510"	"rzoD"	NA	"DLP12 prophage; putative prophage lysis lipoprotein RzoD"	"+"	"CDS"	"770"	578327	578509	0	578327	578509	NA
"b0557"	"borD"	578600	578893	"-"	0	"b0557,bor,borD,ECK0549,ECK120002920,G6312,iss,vboR,ybcU"	"Bor,BorD,ECK120007387,Iss,lipoprotein <i>bor</i> homolog from lambdoid prophage DLP12,NP_415089.1,VboR,YbcU"	"ECK120002920"	"borD"	"b0557"	"-"	NA	"ECK120007387"	"DLP12 prophage; prophage lipoprotein BorD"	NA	"b0557"	"borD"	NA	"DLP12 prophage; prophage lipoprotein BorD"	"-"	"CDS"	"771"	578600	578893	0	578600	578893	NA
"b0558"	"ybcV"	579184	579594	"-"	0	"b0558,ECK0550,ECK120002921,G6313,ybcV"	"ECK120007388,NP_415090.2,YbcV"	"ECK120002921"	"ybcV"	"b0558"	"-"	NA	"ECK120007388"	"DLP12 prophage; DUF1398 domain-containing protein YbcV"	NA	"b0558"	"ybcV"	NA	"DLP12 prophage; protein YbcV"	"-"	"CDS"	"772"	579184	579594	0	579184	579594	NA
"b0559"	"ybcW"	579880	580086	"+"	0	"b0559,ECK0551,ECK120002922,G6314,ybcW"	"ECK120007389,NP_415091.1,YbcW"	"ECK120002922"	"ybcW"	"b0559"	"+"	NA	"ECK120007389"	"DLP12 prophage; uncharacterized protein YbcW"	NA	"b0559"	"ybcW"	NA	"DLP12 prophage; protein YbcW"	"+"	"CDS"	"773"	579880	580086	0	579880	580086	NA
"b4589"	"ylcI"	580251	580445	"-"	0	"b4589,ECK120030069,ECK4399,G0-10585,ylcI"	"ECK120030096,YlcI,YP_001165309.1"	"ECK120030069"	"ylcI"	"b4589"	"-"	NA	"ECK120030096"	"DLP12 prophage; DUF3950 domain-containing protein YlcI"	NA	"b4589"	"ylcI"	NA	"DLP12 prophage; DUF3950 domain-containing protein YlcI"	"-"	"CDS"	"774"	580251	580445	0	580251	580445	NA
"b0560"	"nohD"	580834	581379	"+"	0	"b0560,ECK0552,ECK120001582,EG11635,nohB,nohD"	"ECK120006058,NohB,NohD,NP_415092.1"	"ECK120001582"	"nohD"	"b0560"	"+"	NA	"ECK120006058"	"DLP12 prophage; putative DNA-packaging protein NohD"	NA	"b0560"	"nohD"	NA	"DLP12 prophage; putative DNA-packaging protein NohD"	"+"	"CDS"	"775"	580834	581379	0	580834	581379	NA
"b4634"	"aaaD"	581354	581662	"+"	0	"aaaD,b4634,ECK125276498,ECK4439,G0-16718,ylcF"	"ECK125276568"	"ECK125276498"	"aaaD"	"b4634"	"+"	"Pseudo Gene"	"ECK125276568"	"DLP12 prophage; protein AaaD"	NA	"b4634"	"aaaD"	NA	"DLP12 prophage; protein AaaD"	"+"	"CDS"	"4133"	581354	581662	0	581354	581662	NA
"b0561"	"tfaD"	581534	582097	"+"	0	"b0561,ECK0553,ECK120002923,G6315,tfaD,ybcX"	"ECK120007390,TfaD,YbcX"	"ECK120002923"	"tfaD"	"b0561"	"+"	NA	"ECK120007390"	"DLP12 prophage; putative tail fiber assembly protein TfaD"	NA	"b0561"	"tfaD"	NA	"DLP12 prophage; putative tail fiber assembly protein TfaD"	"+"	"CDS"	"4134"	581534	582097	0	581534	582097	NA
"b0562"	"ybcY"	582152	582806	"-"	0	"b0562,ECK0554,ECK120002924,G6316,ybcY"	"ECK120007391"	"ECK120002924"	"ybcY"	"b0562"	"-"	"Pseudo Gene"	"ECK120007391"	"DLP12 prophage; putative SAM-dependent methyltransferase YbcY"	NA	"b0562"	"ybcY"	NA	"DLP12 prophage; putative SAM-dependent methyltransferase YbcY"	"-"	"CDS"	"4135"	582152	582806	0	582152	582806	NA
"b0563"	"tfaX"	582875	583060	"+"	0	"b0563,ECK0555,ECK120002925,G6317,tfaX,ylcE"	"ECK120007392,TfaX,YlcE"	"ECK120002925"	"tfaX"	"b0563"	"+"	NA	"ECK120007392"	"DLP12 prophage; protein TfaX"	NA	"b0563"	"tfaX"	NA	"DLP12 prophage; protein TfaX"	"+"	"CDS"	"4136"	582875	583060	0	582875	583060	NA
"b0564"	"appY"	583681	584430	"+"	2	"appY,b0564,ECK0556,ECK120000046,EG10050"	"AppY,ECK120004522,NP_415096.1"	"ECK120000046"	"appY"	"b0564"	"+"	NA	"ECK120004522"	"DLP12 prophage; DNA-binding transcriptional activator AppY"	NA	"b0564"	"appY"	"non-essential"	"DNA-binding transcriptional activator AppY"	"+"	"CDS"	"12"	583681	584430	1	583681	584430	1
"b0565"	"ompT"	584680	585633	"-"	0	"b0565,ECK0557,ECK120000666,EG10673,ompT"	"ECK120005142,NP_415097.1,OmpT,omptin,outer membrane protease VII (outer membrane protein 3b)"	"ECK120000666"	"ompT"	"b0565"	"-"	NA	"ECK120005142"	"DLP12 prophage; protease 7"	NA	"b0565"	"ompT"	NA	"outer membrane protease VII (outer membrane protein 3b)"	"-"	"CDS"	"776"	584680	585633	0	584680	585633	NA
"b0566"	"envY"	586147	586908	"-"	2	"b0566,ECK0558,ECK120000262,EG10268,envY"	"ECK120004738,envelope protein; thermoregulation of porin biosynthesis,EnvY,NP_415098.1"	"ECK120000262"	"envY"	"b0566"	"-"	NA	"ECK120004738"	"DNA-binding transcriptional activator EnvY"	NA	"b0566"	"envY"	"non-essential"	"DNA-binding transcriptional activator EnvY"	"-"	"CDS"	"67"	586147	586908	1	586147	586908	1
"b0567"	"ybcH"	587091	587981	"-"	0	"b0567,ECK0559,ECK120002300,EG12448,ybcH"	"ECK120006775,NP_415099.1,YbcH"	"ECK120002300"	"ybcH"	"b0567"	"-"	NA	"ECK120006775"	"DUF4434 domain-containing protein YbcH"	NA	"b0567"	"ybcH"	NA	"DUF4434 domain-containing protein YbcH"	"-"	"CDS"	"777"	587091	587981	0	587091	587981	NA
"b0568"	"nfrA"	587982	590954	"-"	0	"b0568,ECK0560,ECK120001679,EG11740,nfrA"	"ECK120006155,NfrA,NP_415100.1"	"ECK120001679"	"nfrA"	"b0568"	"-"	NA	"ECK120006155"	"bacteriophage N4 outer membrane receptor"	NA	"b0568"	"nfrA"	NA	"bacteriophage N4 receptor, outer membrane protein"	"-"	"CDS"	"778"	587982	590954	0	587982	590954	NA
"b0569"	"nfrB"	590941	593178	"-"	0	"b0569,ECK0561,ECK120001678,EG11739,nfrB"	"ECK120006154,NfrB,NP_415101.1"	"ECK120001678"	"nfrB"	"b0569"	"-"	NA	"ECK120006154"	"bacteriophage N4 adsorption protein"	NA	"b0569"	"nfrB"	NA	"bacteriophage N4 receptor, inner membrane subunit"	"-"	"CDS"	"779"	590941	593178	0	590941	593178	NA
"b0570"	"cusS"	593328	594770	"-"	0	"b0570,cusS,ECK0562,ECK120002926,G6318,ybcZ"	"CusS,ECK120007393,NP_415102.1,YbcZ"	"ECK120002926"	"cusS"	"b0570"	"-"	NA	"ECK120007393"	"sensor histidine kinase CusS"	NA	"b0570"	"cusS"	NA	"sensory histidine kinase CusS"	"-"	"CDS"	"780"	593328	594770	0	593328	594770	NA
"b0571"	"cusR"	594760	595443	"-"	2	"b0571,cusR,ECK0563,ECK120002927,G6319,ylcA"	"CusR,CusR response regulator,ECK120007394,NP_415103.1,YlcA"	"ECK120002927"	"cusR"	"b0571"	"-"	NA	"ECK120007394"	"DNA-binding transcriptional activator CusR"	NA	"b0571"	"cusR"	"non-essential"	"DNA-binding transcriptional activator CusR"	"-"	"CDS"	"48"	594760	595443	1	594760	595443	1
"b0572"	"cusC"	595600	596973	"+"	0	"b0572,cusC,ECK0564,ECK120002928,G6320,ibeB,ylcB"	"CusC,ECK120007395,IbeB,NP_415104.1,YlcB"	"ECK120002928"	"cusC"	"b0572"	"+"	NA	"ECK120007395"	"copper/silver export system outer membrane channel"	NA	"b0572"	"cusC"	NA	"copper/silver export system outer membrane channel"	"+"	"CDS"	"781"	595600	596973	0	595600	596973	NA
"b0573"	"cusF"	597131	597463	"+"	0	"b0573,cusF,cusX,ECK0565,ECK120002929,G6321,ylcC"	"CusF,CusX,ECK120007396,NP_415105.1,ORF110,YlcC"	"ECK120002929"	"cusF"	"b0573"	"+"	NA	"ECK120007396"	"copper/silver export system periplasmic binding protein"	NA	"b0573"	"cusF"	NA	"copper/silver export system periplasmic binding protein"	"+"	"CDS"	"782"	597131	597463	0	597131	597463	NA
"b0574"	"cusB"	597479	598702	"+"	0	"b0574,cusB,ECK0566,ECK120002930,G6322,ylcD"	"CusB,ECK120007397,NP_415106.1,YlcD"	"ECK120002930"	"cusB"	"b0574"	"+"	NA	"ECK120007397"	"copper/silver export system membrane fusion protein"	NA	"b0574"	"cusB"	NA	"copper/silver export system membrane fusion protein"	"+"	"CDS"	"783"	597479	598702	0	597479	598702	NA
"b0575"	"cusA"	598714	601857	"+"	0	"b0575,cusA,ECK0567,ECK120002235,EG12367,ybdE"	"CusA,ECK120006710,NP_415107.1,YbdE"	"ECK120002235"	"cusA"	"b0575"	"+"	NA	"ECK120006710"	"copper/silver export system RND permease"	NA	"b0575"	"cusA"	NA	"copper/silver export system RND permease"	"+"	"CDS"	"784"	598714	601857	0	598714	601857	NA
"b0576"	"pheP"	601959	603335	"+"	0	"b0576,ECK0568,ECK120000700,EG10708,pheP"	"ECK120005176,NP_415108.1,PheP,PheP phenylalanine APC transporter"	"ECK120000700"	"pheP"	"b0576"	"+"	NA	"ECK120005176"	"phenylalanine:H<sup>+</sup> symporter PheP"	NA	"b0576"	"pheP"	NA	"phenylalanine:H(+) symporter PheP"	"+"	"CDS"	"785"	601959	603335	0	601959	603335	NA
"b0577"	"ybdG"	603416	604663	"-"	0	"b0577,ECK0569,ECK120002931,G6323,ybdG"	"ECK120007398,NP_415109.1,YbdG"	"ECK120002931"	"ybdG"	"b0577"	"-"	NA	"ECK120007398"	"miniconductance mechanosensitive channel YbdG"	NA	"b0577"	"ybdG"	NA	"miniconductance mechanosensitive channel YbdG"	"-"	"CDS"	"786"	603416	604663	0	603416	604663	NA
"b0578"	"nfsB"	604771	605424	"-"	0	"b0578,dprA,ECK0570,ECK120002564,EG50005,nfnB,nfsB,ntr"	"DprA,ECK120007038,NfnB,NfsB,NP_415110.1,Ntr"	"ECK120002564"	"nfsB"	"b0578"	"-"	NA	"ECK120007038"	"NAD(P)H nitroreductase NfsB"	NA	"b0578"	"nfsB"	NA	"NAD(P)H nitroreductase NfsB"	"-"	"CDS"	"787"	604771	605424	0	604771	605424	NA
"b0579"	"ybdF"	605518	605886	"-"	0	"b0579,ECK0571,ECK120002932,G6324,ybdF"	"ECK120007399,NP_415111.1,YbdF"	"ECK120002932"	"ybdF"	"b0579"	"-"	NA	"ECK120007399"	"PF04237 family protein YbdF"	NA	"b0579"	"ybdF"	NA	"PF04237 family protein YbdF"	"-"	"CDS"	"788"	605518	605886	0	605518	605886	NA
"b0580"	"ybdJ"	605951	606199	"-"	0	"b0580,ECK0572,ECK120002933,G6325,ybdJ"	"ECK120007400,NP_415112.1,YbdJ"	"ECK120002933"	"ybdJ"	"b0580"	"-"	NA	"ECK120007400"	"DUF1158 domain-containing protein YbdJ"	NA	"b0580"	"ybdJ"	NA	"DUF1158 domain-containing protein YbdJ"	"-"	"CDS"	"789"	605951	606199	0	605951	606199	NA
"b0581"	"ybdK"	606265	607383	"-"	0	"b0581,ECK0573,ECK120002934,G6326,ybdK"	"ECK120007401,NP_415113.1,YbdK"	"ECK120002934"	"ybdK"	"b0581"	"-"	NA	"ECK120007401"	"carboxylate-amine ligase"	NA	"b0581"	"ybdK"	NA	"carboxylate-amine ligase"	"-"	"CDS"	"4074"	606265	607383	0	606265	607383	NA
